family_type,group,lock_type,metric,n,mean,std_dev,ci_low,ci_high
category+sub_network,SC_Binary_pi,integer,exp_a_2,4,1.289,0.6391,0,2.5
category+sub_network,SC_Binary_pi,integer,exp_b_3,4,0.755,0.4159,0,1.5
category+sub_network,SC_Binary_pi,integer,exp_c_5,4,0.2475,0.2142,0,0.75
category+sub_network,SC_Binary_pi,integer,exp_d_7,4,0.502,0.2455,0,1
category+sub_network,SC_Binary_pi,rational,q_avg,2,5.932,0.701,5,7
category+sub_network,SC_Binary_sigma,integer,exp_a_2,6,0.8327,0.2689,0.3333,1.333
category+sub_network,SC_Binary_sigma,integer,exp_b_3,6,0.67,0.3004,0.1667,1.333
category+sub_network,SC_Binary_sigma,integer,exp_c_5,6,0.4983,0.2026,0.1667,0.8333
category+sub_network,SC_Binary_sigma,integer,exp_d_7,6,0.335,0.1945,0,0.6667
category+sub_network,SC_Binary_sigma-vs-pi,rational,q_avg,4,6.096,1.53,2.75,8
category+sub_network,SC_Binary_single,integer,exp_a_2,24,1.306,0.2815,0.8333,1.875
category+sub_network,SC_Binary_single,integer,exp_b_3,24,0.5935,0.1982,0.2281,1.022
category+sub_network,SC_Binary_single,integer,exp_c_5,24,0.3318,0.09519,0.1667,0.5417
category+sub_network,SC_Binary_single,integer,exp_d_7,24,0.4522,0.1265,0.2083,0.7083
category+sub_network,SC_Binary_single,rational,q_avg,6,6.195,0.6561,5,7.5
category+sub_network,SC_HeavyFermion_single,rational,q_avg,18,5.407,0.4891,4.526,6.389
category+sub_network,SC_HighPressure_H1-optic-sigma,integer,exp_a_2,3,1.32,1.081,0,4
category+sub_network,SC_HighPressure_H1-optic-sigma,integer,exp_b_3,3,0,0,0,0
category+sub_network,SC_HighPressure_H1-optic-sigma,integer,exp_c_5,3,0.6813,0.2769,0,1
category+sub_network,SC_HighPressure_H1-optic-sigma,integer,exp_d_7,3,0,0,0,0
category+sub_network,SC_HighPressure_H1-optic-sigma-vs-H2-optic-pi,rational,q_avg,2,2.492,0.3463,2,3
category+sub_network,SC_HighPressure_H2-optic-pi,rational,q_avg,3,4.679,1.19,2,7
category+sub_network,SC_HighPressure_La-acous-sigma,integer,exp_a_2,3,1.344,1.099,0,4
category+sub_network,SC_HighPressure_La-acous-sigma,integer,exp_b_3,3,0.6747,0.2748,0,1
category+sub_network,SC_HighPressure_La-acous-sigma,integer,exp_c_5,3,0.336,0.2749,0,1
category+sub_network,SC_HighPressure_La-acous-sigma,integer,exp_d_7,3,0,0,0,0
category+sub_network,SC_HighPressure_single,integer,exp_a_2,97,1.078,0.1028,0.9072,1.32
category+sub_network,SC_HighPressure_single,integer,exp_b_3,97,0.5099,0.08005,0.3711,0.6755
category+sub_network,SC_HighPressure_single,integer,exp_c_5,97,0.3423,0.06561,0.2062,0.4742
category+sub_network,SC_HighPressure_single,integer,exp_d_7,97,0.08272,0.02718,0.03093,0.134
category+sub_network,SC_HighPressure_single,rational,q_avg,116,5.912,0.2081,5.513,6.323
category+sub_network,SC_IronBased_pi,rational,q_avg,3,2.681,0.2725,2,3
category+sub_network,SC_IronBased_sigma,integer,exp_a_2,1,1,0,1,1
category+sub_network,SC_IronBased_sigma,integer,exp_b_3,1,0,0,0,0
category+sub_network,SC_IronBased_sigma,integer,exp_c_5,1,0,0,0,0
category+sub_network,SC_IronBased_sigma,integer,exp_d_7,1,1,0,1,1
category+sub_network,SC_IronBased_sigma,rational,q_avg,2,4.405,1.776,2,7
category+sub_network,SC_IronBased_sigma-vs-pi,rational,q_avg,2,1,0,1,1
category+sub_network,SC_IronBased_single,integer,exp_a_2,4,0.498,0.4171,0,1.5
category+sub_network,SC_IronBased_single,integer,exp_b_3,4,0.7675,0.2146,0.25,1
category+sub_network,SC_IronBased_single,integer,exp_c_5,4,0,0,0,0
category+sub_network,SC_IronBased_single,integer,exp_d_7,4,0.2325,0.2146,0,0.75
category+sub_network,SC_IronBased_single,rational,q_avg,32,4.837,0.346,4.125,5.469
category+sub_network,SC_Molecular_single,rational,q_avg,12,5.161,0.5989,4,6.333
category+sub_network,SC_Oxide_single,rational,q_avg,18,4.966,0.3995,4.222,5.778
category+sub_network,SC_TypeI_single,integer,exp_a_2,27,1.561,0.223,1.148,2.037
category+sub_network,SC_TypeI_single,integer,exp_b_3,27,0.8199,0.1738,0.5185,1.185
category+sub_network,SC_TypeI_single,integer,exp_c_5,27,0.5316,0.1452,0.2593,0.8148
category+sub_network,SC_TypeI_single,integer,exp_d_7,27,0.4039,0.1051,0.2028,0.6296
category+sub_network,SC_TypeII_single,integer,exp_a_2,27,1.929,0.324,1.314,2.575
category+sub_network,SC_TypeII_single,integer,exp_b_3,27,0.5974,0.1622,0.3139,0.9259
category+sub_network,SC_TypeII_single,integer,exp_c_5,27,0.5269,0.1466,0.2593,0.8148
category+sub_network,SC_TypeII_single,integer,exp_d_7,27,0.4059,0.1076,0.2222,0.6296
category+sub_network,Superfluid_0-bar,rational,q_avg,3,1.94,0.8077,1,4
category+sub_network,Superfluid_0-bar-vs-10-bar,rational,q_avg,2,4.423,2.479,1,8
category+sub_network,Superfluid_1-bar,rational,q_avg,3,1,0,1,1
category+sub_network,Superfluid_1-bar-vs-10-bar,rational,q_avg,2,1,0,1,1
category+sub_network,Superfluid_10-bar,rational,q_avg,6,2.181,0.691,1,3.5
