name,sub_network,category,lock_family,jump_type,jump_desc,d,X,C_AB,R_obs,chosen_lock,prime_value,err_before,R_corr_eta,err_after_eta,R_corr_kappa,err_after_kappa
2H-NbSe2,sigma,SC_Binary,integer,intra,thermal@Tc→gap(Δ),3,27.7778,0,1.8535,integer,2,0.07904,1.84699,0.0828454,1.84699,0.0828454
2H-NbSe2,sigma,SC_Binary,integer,intra,gap(Δ)→Debye,2,27.7778,0,14.9867,integer,15,0.000889688,14.9516,0.00324014,14.9516,0.00324014
2H-NbSe2,sigma,SC_Binary,integer,intra,Debye→electronic(E_F),1,27.7778,0,307.52,integer,315,0.0243245,307.159,0.0255259,307.159,0.0255259
2H-NbSe2,pi,SC_Binary,integer,intra,thermal@Tc→gap(Δ),3,27.7778,0,0.999278,integer,1,0.000722572,0.995766,0.00425181,0.995766,0.00425181
2H-NbSe2,pi,SC_Binary,integer,intra,gap(Δ)→Debye,2,27.7778,0,27.7978,integer,28,0.00727217,27.7327,0.00963762,27.7327,0.00963762
2H-NbSe2,pi,SC_Binary,integer,intra,Debye→electronic(E_F),1,27.7778,0,307.52,integer,315,0.0243245,307.159,0.0255259,307.159,0.0255259
2H-NbSe2,sigma-vs-pi,SC_Binary,rational,inter,gap(sigma) / gap(pi),,,,1.85484,rational,1.875,0.0108696,1.85484,0.0108696,1.85484,0.0108696
2H-NbSe2,sigma-vs-pi,SC_Binary,rational,inter,Debye(sigma) / Debye(pi),,,,1,rational,1,0,1,0,1,0
Ba(Fe0.8Co0.2)2As2,hole-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,9.88142,0,3.66941,rational,3.6,0.0189166,3.66483,0.0176886,3.66483,0.0176886
Ba(Fe0.8Co0.2)2As2,hole-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,9.88142,0,2.69292,rational,2.66667,0.00974779,2.69067,0.00892179,2.69067,0.00892179
Ba(Fe0.8Co0.2)2As2,hole-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,9.88142,0,9.28361,rational,9.33333,0.00535555,9.27975,0.00577467,9.27975,0.00577467
Ba(Fe0.8Co0.2)2As2,electron-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,9.88142,0,2.75206,rational,2.8,0.0174198,2.74862,0.0186933,2.74862,0.0186933
Ba(Fe0.8Co0.2)2As2,electron-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,9.88142,0,3.59056,rational,3.6,0.00263037,3.58756,0.00346668,3.58756,0.00346668
Ba(Fe0.8Co0.2)2As2,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,9.88142,0,9.28361,rational,9.33333,0.00535555,9.27975,0.00577467,9.27975,0.00577467
Ba(Fe0.8Co0.2)2As2,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,1.33333,rational,1.33333,1.66533e-16,1.33333,1.66533e-16,1.33333,1.66533e-16
Ba(Fe0.8Co0.2)2As2,hole-band-vs-electron-band,SC_IronBased,rational,inter,Debye(hole-band) / Debye(electron-band),,,,1,rational,1,0,1,0,1,0
Ba(Fe0.9Co0.1)2As2,hole-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,11.3636,0,3.69235,rational,3.75,0.0156143,3.68704,0.0170765,3.68704,0.0170765
Ba(Fe0.9Co0.1)2As2,hole-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,11.3636,0,3.07762,rational,3.125,0.0153953,3.07467,0.0163695,3.07467,0.0163695
Ba(Fe0.9Co0.1)2As2,hole-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,11.3636,0,9.28361,rational,9.33333,0.00535555,9.27917,0.00583757,9.27917,0.00583757
Ba(Fe0.9Co0.1)2As2,electron-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,11.3636,0,2.63739,rational,2.625,0.00469801,2.6336,0.00326504,2.6336,0.00326504
Ba(Fe0.9Co0.1)2As2,electron-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,11.3636,0,4.30867,rational,4.28571,0.00532702,4.30454,0.00437276,4.30454,0.00437276
Ba(Fe0.9Co0.1)2As2,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,11.3636,0,9.28361,rational,9.33333,0.00535555,9.27917,0.00583757,9.27917,0.00583757
Ba(Fe0.9Co0.1)2As2,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,1.4,rational,1.4,1.58603e-16,1.4,1.58603e-16,1.4,1.58603e-16
