name,sum_err_before,sum_err_after_full
(BEDT-TTF)2Cu(NCS)2,0.0265049,0.0289683
(BEDT-TTF)2Cu[N(CN)2]Br,0.0285406,0.0297037
(La0.5Y0.5)H8,0.0272451,0.0271927
(La0.925Sr0.075)2CuO4,0.0205263,0.0220296
(LaY)H10,0.0237668,0.0245192
(LaY)H4,0.0333082,0.0311644
(LaY)H6,0.0256708,0.0265278
(TMTSF)2AsF6,0.0195367,0.0556025
(TMTSF)2ClO4,0.0190477,0.0276102
(TMTSF)2PF6 (under P),0.0236002,0.070588
1T'-MoTe2,0.0145209,0.636529
1T'-WTe2,0.0111473,1.66292
2H-NbS2,0.149461,0.157156
2H-Pd0.08TaSe2,0.022485,0.0160039
2H-TaS2,0.1004,0.181067
2H-TaS2 (thin 3.5nm),0.132797,0.161977
2H-TaSe2,0.131605,0.708823
2H-VSe2,0.0125383,0.356987
2M-WS2,0.0195874,0.0266471
2M-WS2 (thin <20nm),0.0195874,0.0266471
3R-Ta0.9Mo0.1Se2,0.0235852,0.0208551
3R-Ta0.9W0.1Se2,0.00729684,0.0108849
4H-NbSe2,0.188984,0.197357
4Hb-TaS2,0.0106158,0.0125441
AcH10,0.077296,0.0773386
Al,0.179915,0.217114
AlH3,0.167569,0.168575
Am,0.0228864,0.0373204
AsH3,0.012026,0.0128925
B2H6,0.0255203,0.0255373
BH,0.0844161,0.0887727
Ba(Fe0.8Co0.2)2As2,0.0269025,0.0269298
Ba(Fe0.9Co0.1)2As2,0.0258824,0.0268657
Ba0.6K0.4BiO3,0.013534,0.0135471
Ba0.6K0.4Fe2As2,0.0256099,0.0256271
BaC6,0.134185,2.36204
BaH12,0.0227421,0.0227586
BaH6,0.144734,0.145876
BaPb0.75Bi0.25O3,0.0158083,0.0178007
Bi2Sr2Ca2Cu3O10 (Bi-2223),0.0365031,0.0365156
Bi2Sr2CaCu2O8 (Bi-2212),0.0337739,0.0349047
CH4-H2 (clathrate),0.0199471,0.0209884
CaAlSi,0.0218477,0.0279629
CaC6,0.148023,0.155069
CaH10,0.186687,0.187628
CaH6,0.169051,0.169118
Cd,0.188512,0.249882
CeCoIn5,0.0986334,0.110121
CeCu2Si2,0.0676474,0.0968741
CeH10,0.0441198,0.0453613
CeH9,0.0283818,0.0284053
CoH5,0.0162764,0.016666
Cr3Si,0.124526,0.125719
CrH6,0.0180256,0.0190891
Cs3C60,0.0128765,0.0121179
CsC8,0.234572,10.8807
CuMo6S8,0.0244149,0.0214288
EuMo6S8,0.0251238,0.0278009
FeH5,0.0246833,0.0217006
FeSe (monolayer on STO),0.0608014,0.0619247
FeSe0.5Te0.5,0.0428857,0.0401458
FeSe0.7Te0.3,0.0663059,0.0673764
FeSe1-xSx (x=0.17),0.105218,0.109589
GaH3,0.161898,0.164259
GdH9,0.0196273,0.0196444
GeH4,0.120874,0.125455
H3S,0.0237982,0.024349
H6SBr,0.0364436,0.0364732
H6SCl,0.0385006,0.0367665
Hf,0.142871,0.757169
HfH10,0.190746,0.191223
Hg,0.11075,0.11099
HgBa2Ca2Cu3O8 (Hg-1223),0.0153458,0.0153501
In,0.123023,0.129938
InH3,0.182885,0.184098
InH5,0.0291515,0.0315567
Ir,0.129385,1.78478
IrO2,0.0133489,0.279789
K3C60,0.0387285,0.0370807
KC8,0.0165487,0.17686
La,0.174804,0.177838
La2-xBaxCuO4 (x~0.125),0.0147198,0.0167253
La2-xSrxCuO4 (LSCO x~0.15),0.0203603,0.0211703
LaBeH8,0.0390471,0.0399959
LaCeH18,0.0301794,0.0306695
LaH10,0.32612,0.326271
LaH8,0.0125295,0.0138672
LaO0.9F0.1FeAs,0.0304992,0.0287243
LaSc2H24,0.0413704,0.0419927
LaSr2H18,0.0510594,0.0510901
LaSr3H24,0.0478507,0.0463987
LaSrH12,0.024636,0.0246538
LaSrH21,0.0325593,0.0325781
LaThH12,0.0556508,0.055209
LaYH20,0.0237668,0.0245192
Li2MgH16,0.0511379,0.0516665
LiFeAs,0.00856246,0.00731379
LuB12,0.11186,0.887512
LuH3,0.0974193,0.107272
MgCNi3,0.0104219,0.0178391
MgH12,0.0405104,0.040533
MgH6,0.0366922,0.0374379
MnH8,0.0269906,0.028599
Mo,0.15637,0.268587
Mo3Al,0.128794,0.216733
Mo3Si,0.19438,0.253155
MoC,0.102564,0.106597
MoH11,0.0107948,0.0102627
MoRe,0.0784098,0.0863184
Na2CsC60,0.0279898,0.027216
NaAlSi,0.0160702,0.0161346
Nb,0.0496147,0.0497778
Nb3Al,0.104035,0.104211
Nb3Au,0.0654759,0.0676189
Nb3Ge,0.0328651,0.0329107
Nb3Sb,0.166452,0.616866
Nb3Sn,0.0208529,0.0243668
NbN,0.199938,0.200432
NbSe2 (monolayer),0.104122,0.15765
NbTi,0.0914516,0.0991438
NbZr,0.0897783,0.0920596
Nd1.85Ce0.15CuO4,0.0357153,0.035766
Nd2-xCexCuO4 (NCCO),0.011712,0.0129189
NdFeAsO0.9F0.1,0.0189106,0.0193713
NdH9,0.0387285,0.0368745
NiH4,0.0180222,0.0180545
NiMo6S8,0.0204297,0.0104877
Os,0.107958,0.295988
Pa,0.0182362,0.0402501
Pb,0.128457,0.12866
PbMo6S8,0.0210165,0.0198483
PbMo6Se8,0.0343906,0.0219327
Pr2-xCexCuO4 (PCCO),0.011712,0.0129189
PrFeAsO0.9F0.1,0.0189106,0.0193713
PrH10,0.027036,0.0253189
PrH9,0.03659,0.0359473
Rb3C60,0.0112685,0.011602
RbC8,0.0125504,1.58864
Re,0.0548446,0.11898
Rh,0.129582,12.6432
Ru,0.10532,0.472787
RuO2,0.00920948,0.147211
SH3 (Cmca),0.0282012,0.0294422
ScH12,0.0805425,0.0805929
ScH3,0.133183,0.137035
ScH6,0.138817,0.138959
ScZrH12,0.0466164,0.0466456
SeH2,0.0191092,0.0173957
Si2H6,0.0128418,0.0108125
SmFeAsO0.9F0.1,0.0181504,0.0170686
SmH9,0.019802,0.0184759
Sn,0.139075,0.139994
SnMo6S8,0.0266459,0.0227072
SrAlSi,0.0200186,0.0350356
SrC6,0.122587,0.173381
SrH10,0.0260437,0.0267934
SrH22,0.00373103,0.00299904
SrH6,0.098843,0.100488
SrTiO3-doped,0.00887321,0.334083
Ta,0.119282,0.12466
TaC,0.103743,0.108812
TaH6,0.0216708,0.0195836
TbH9,0.0385913,0.037124
Tc,0.118844,0.124697
Th,0.110484,0.14161
Th4H15,0.0129522,0.0107825
ThC2,0.0302613,0.0403202
ThH10,0.045824,0.0463466
ThH9,0.0272527,0.0267428
Ti,0.157986,0.456513
TiH10,0.147186,0.148578
TiN,0.0500795,0.0705093
Tl,0.201521,0.209191
Tl2Ba2Ca2Cu3O10 (Tl-2223),0.013306,0.012746
U (alpha),0.011038,0.299949
UBe13,0.0218189,0.0960201
UH7,0.0258025,0.0226579
UPd2Al3,0.0430241,0.0690642
UPt3,0.0465541,0.157946
URu2Si2,0.0414084,0.0818373
V,0.134119,0.15301
V3Ga,0.169785,0.173613
V3Si,0.18644,0.188633
VH8,0.0105342,0.00882787
WC,0.123804,0.129408
WRe,0.0258229,0.026003
Y3LuH24,0.0541256,0.0544864
YB6,0.119324,0.144438
YBa2Cu3O7 (YBCO),0.0196892,0.0189319
YC2,0.0203826,0.0162748
YCaH18,0.0574607,0.0574913
YH10,0.0694099,0.0700708
YH4,0.101461,0.103857
YH6,0.210851,0.21093
YH9,0.177228,0.177675
YHfH12,0.0461789,0.0447268
YLu3H24,0.0341615,0.0345126
YLuH12,0.0442755,0.0453255
YThH12,0.0207434,0.0208134
YbC6,0.106241,0.115146
Zn,0.130591,0.230017
ZnH6,0.0293482,0.0328468
Zr,0.188197,0.325273
ZrB12,0.112945,0.161835
ZrH10,0.217576,0.218905
ZrN,0.0491601,0.0494301
_-(BEDT-TTF)2I3,0.0178297,0.04167
